position,Frequency_Hz,Magnitude_dB,Phase_deg,Color,STI,STI_Degradation_%
TheHub-BackCorner,23.73,-21.56,-32.74,#1f77b4,0.8,16.11
TheHub-BackCorner,23.82,-22.49,-32.65,#1f77b4,0.8,16.11
TheHub-BackCorner,23.9,-21.84,-32.56,#1f77b4,0.8,16.11
TheHub-BackCorner,23.99,-21.64,-32.47,#1f77b4,0.8,16.11
TheHub-BackCorner,24.08,-21.73,-32.38,#1f77b4,0.8,16.11
TheHub-BackCorner,24.16,-22.75,-32.29,#1f77b4,0.8,16.11
TheHub-BackCorner,24.25,-22.03,-32.2,#1f77b4,0.8,16.11
TheHub-BackCorner,24.34,-21.84,-32.1,#1f77b4,0.8,16.11
TheHub-BackCorner,24.43,-21.1,-32.01,#1f77b4,0.8,16.11
TheHub-BackCorner,24.52,-21.62,-31.91,#1f77b4,0.8,16.11
TheHub-BackCorner,24.61,-21.66,-31.82,#1f77b4,0.8,16.11
TheHub-BackCorner,24.7,-20.56,-31.72,#1f77b4,0.8,16.11
TheHub-BackCorner,24.79,-22.09,-31.62,#1f77b4,0.8,16.11
TheHub-BackCorner,24.88,-21.44,-31.53,#1f77b4,0.8,16.11
TheHub-BackCorner,24.97,-20.52,-31.43,#1f77b4,0.8,16.11
TheHub-BackCorner,25.06,-21.2,-31.33,#1f77b4,0.8,16.11
TheHub-BackCorner,25.15,-22.37,-31.23,#1f77b4,0.8,16.11
TheHub-BackCorner,25.24,-21.2,-31.12,#1f77b4,0.8,16.11
TheHub-BackCorner,25.33,-21.33,-31.02,#1f77b4,0.8,16.11
TheHub-BackCorner,25.43,-21.57,-30.92,#1f77b4,0.8,16.11
TheHub-BackCorner,25.52,-21.44,-30.81,#1f77b4,0.8,16.11
TheHub-BackCorner,25.61,-21.07,-30.71,#1f77b4,0.8,16.11
TheHub-BackCorner,25.71,-20.67,-30.6,#1f77b4,0.8,16.11
TheHub-BackCorner,25.8,-19.88,-30.5,#1f77b4,0.8,16.11
TheHub-BackCorner,25.89,-20.99,-30.39,#1f77b4,0.8,16.11
TheHub-BackCorner,25.99,-21.27,-30.28,#1f77b4,0.8,16.11
TheHub-BackCorner,26.08,-19.95,-30.17,#1f77b4,0.8,16.11
TheHub-BackCorner,26.18,-20.8,-30.06,#1f77b4,0.8,16.11
TheHub-BackCorner,26.27,-21.03,-29.95,#1f77b4,0.8,16.11
TheHub-BackCorner,26.37,-20.97,-29.83,#1f77b4,0.8,16.11
TheHub-BackCorner,26.47,-20.45,-29.72,#1f77b4,0.8,16.11
TheHub-BackCorner,26.56,-20.8,-29.61,#1f77b4,0.8,16.11
TheHub-BackCorner,26.66,-19.83,-29.49,#1f77b4,0.8,16.11
TheHub-BackCorner,26.76,-20.7,-29.37,#1f77b4,0.8,16.11
TheHub-BackCorner,26.85,-19.98,-29.26,#1f77b4,0.8,16.11
TheHub-BackCorner,26.95,-20.98,-29.14,#1f77b4,0.8,16.11
TheHub-BackCorner,27.05,-20.53,-29.02,#1f77b4,0.8,16.11
TheHub-BackCorner,27.15,-21.55,-28.9,#1f77b4,0.8,16.11
TheHub-BackCorner,27.25,-20.36,-28.78,#1f77b4,0.8,16.11
TheHub-BackCorner,27.35,-20.37,-28.65,#1f77b4,0.8,16.11
TheHub-BackCorner,27.45,-21.1,-28.53,#1f77b4,0.8,16.11
TheHub-BackCorner,27.55,-20.31,-28.41,#1f77b4,0.8,16.11
TheHub-BackCorner,27.65,-20.64,-28.28,#1f77b4,0.8,16.11
TheHub-BackCorner,27.75,-19.2,-28.15,#1f77b4,0.8,16.11
TheHub-BackCorner,27.85,-20.54,-28.03,#1f77b4,0.8,16.11
TheHub-BackCorner,27.95,-20.59,-27.9,#1f77b4,0.8,16.11
TheHub-BackCorner,28.05,-21.03,-27.77,#1f77b4,0.8,16.11
TheHub-BackCorner,28.15,-19.82,-27.64,#1f77b4,0.8,16.11
TheHub-BackCorner,28.26,-20.23,-27.5,#1f77b4,0.8,16.11
TheHub-BackCorner,28.36,-19.94,-27.37,#1f77b4,0.8,16.11
TheHub-BackCorner,28.46,-20.64,-27.24,#1f77b4,0.8,16.11
TheHub-BackCorner,28.57,-19.82,-27.1,#1f77b4,0.8,16.11
TheHub-BackCorner,28.67,-19.95,-26.96,#1f77b4,0.8,16.11
TheHub-BackCorner,28.77,-19.63,-26.83,#1f77b4,0.8,16.11
TheHub-BackCorner,28.88,-19.87,-26.69,#1f77b4,0.8,16.11
TheHub-BackCorner,28.98,-20.38,-26.55,#1f77b4,0.8,16.11
TheHub-BackCorner,29.09,-20.34,-26.41,#1f77b4,0.8,16.11
TheHub-BackCorner,29.2,-19.11,-26.27,#1f77b4,0.8,16.11
TheHub-BackCorner,29.3,-19.92,-26.12,#1f77b4,0.8,16.11
TheHub-BackCorner,29.41,-18.78,-25.98,#1f77b4,0.8,16.11
TheHub-BackCorner,29.52,-19.82,-25.83,#1f77b4,0.8,16.11
TheHub-BackCorner,29.62,-20.13,-25.69,#1f77b4,0.8,16.11
TheHub-BackCorner,29.73,-19.41,-25.54,#1f77b4,0.8,16.11
TheHub-BackCorner,29.84,-19.12,-25.39,#1f77b4,0.8,16.11
TheHub-BackCorner,29.95,-19.2,-25.24,#1f77b4,0.8,16.11
TheHub-BackCorner,30.06,-19.64,-25.09,#1f77b4,0.8,16.11
TheHub-BackCorner,30.17,-18.71,-24.93,#1f77b4,0.8,16.11
TheHub-BackCorner,30.28,-18.76,-24.78,#1f77b4,0.8,16.11
TheHub-BackCorner,30.39,-18.98,-24.63,#1f77b4,0.8,16.11
TheHub-BackCorner,30.5,-19.08,-24.47,#1f77b4,0.8,16.11
TheHub-BackCorner,30.61,-17.96,-24.31,#1f77b4,0.8,16.11
TheHub-BackCorner,30.72,-17.95,-24.15,#1f77b4,0.8,16.11
TheHub-BackCorner,30.83,-18.61,-23.99,#1f77b4,0.8,16.11
TheHub-BackCorner,30.95,-19.66,-23.83,#1f77b4,0.8,16.11
TheHub-BackCorner,31.06,-19.3,-23.67,#1f77b4,0.8,16.11
TheHub-BackCorner,31.17,-19.47,-23.51,#1f77b4,0.8,16.11
TheHub-BackCorner,31.29,-19.37,-23.34,#1f77b4,0.8,16.11
TheHub-BackCorner,31.4,-18.32,-23.17,#1f77b4,0.8,16.11
TheHub-BackCorner,31.51,-18.32,-23.01,#1f77b4,0.8,16.11
TheHub-BackCorner,31.63,-18.78,-22.84,#1f77b4,0.8,16.11
TheHub-BackCorner,31.74,-19.81,-22.67,#1f77b4,0.8,16.11
TheHub-BackCorner,31.86,-18.21,-22.5,#1f77b4,0.8,16.11
TheHub-BackCorner,31.98,-18.65,-22.32,#1f77b4,0.8,16.11
TheHub-BackCorner,32.09,-19.49,-22.15,#1f77b4,0.8,16.11
TheHub-BackCorner,32.21,-18.2,-21.97,#1f77b4,0.8,16.11
TheHub-BackCorner,32.33,-17.82,-21.8,#1f77b4,0.8,16.11
TheHub-BackCorner,32.44,-17.79,-21.62,#1f77b4,0.8,16.11
TheHub-BackCorner,32.56,-17.95,-21.44,#1f77b4,0.8,16.11
TheHub-BackCorner,32.68,-17.6,-21.26,#1f77b4,0.8,16.11
TheHub-BackCorner,32.8,-18.21,-21.08,#1f77b4,0.8,16.11
TheHub-BackCorner,32.92,-17.81,-20.9,#1f77b4,0.8,16.11
TheHub-BackCorner,33.04,-18.32,-20.71,#1f77b4,0.8,16.11
TheHub-BackCorner,33.16,-17.66,-20.52,#1f77b4,0.8,16.11
TheHub-BackCorner,33.28,-17.89,-20.34,#1f77b4,0.8,16.11
TheHub-BackCorner,33.4,-18.24,-20.15,#1f77b4,0.8,16.11
TheHub-BackCorner,33.52,-18.17,-19.96,#1f77b4,0.8,16.11
TheHub-BackCorner,33.65,-18.18,-19.77,#1f77b4,0.8,16.11
TheHub-BackCorner,33.77,-18.3,-19.58,#1f77b4,0.8,16.11
TheHub-BackCorner,33.89,-17.24,-19.38,#1f77b4,0.8,16.11
TheHub-BackCorner,34.02,-17.44,-19.19,#1f77b4,0.8,16.11
TheHub-BackCorner,34.14,-18.33,-18.99,#1f77b4,0.8,16.11
TheHub-BackCorner,34.26,-16.45,-18.79,#1f77b4,0.8,16.11
TheHub-BackCorner,34.39,-18.06,-18.59,#1f77b4,0.8,16.11
TheHub-BackCorner,34.51,-16.53,-18.39,#1f77b4,0.8,16.11
TheHub-BackCorner,34.64,-17.76,-18.19,#1f77b4,0.8,16.11
TheHub-BackCorner,34.77,-18.51,-17.99,#1f77b4,0.8,16.11
TheHub-BackCorner,34.89,-17.41,-17.78,#1f77b4,0.8,16.11
TheHub-BackCorner,35.02,-18.32,-13.84,#1f77b4,0.8,16.11
TheHub-BackCorner,35.15,-17.13,-13.58,#1f77b4,0.8,16.11
TheHub-BackCorner,35.28,-17.48,-13.31,#1f77b4,0.8,16.11
TheHub-BackCorner,35.4,-17.59,-13.05,#1f77b4,0.8,16.11
TheHub-BackCorner,35.53,-16.48,-12.78,#1f77b4,0.8,16.11
TheHub-BackCorner,35.66,-17.39,-12.51,#1f77b4,0.8,16.11
TheHub-BackCorner,35.79,-16.83,-12.24,#1f77b4,0.8,16.11
TheHub-BackCorner,35.92,-17.06,-11.97,#1f77b4,0.8,16.11
TheHub-BackCorner,36.05,-17.0,-11.69,#1f77b4,0.8,16.11
TheHub-BackCorner,36.19,-16.4,-11.41,#1f77b4,0.8,16.11
TheHub-BackCorner,36.32,-16.55,-11.13,#1f77b4,0.8,16.11
TheHub-BackCorner,36.45,-16.66,-10.85,#1f77b4,0.8,16.11
TheHub-BackCorner,36.58,-16.93,-10.57,#1f77b4,0.8,16.11
TheHub-BackCorner,36.72,-16.16,-10.28,#1f77b4,0.8,16.11
TheHub-BackCorner,36.85,-16.42,-9.99,#1f77b4,0.8,16.11
TheHub-BackCorner,36.98,-16.3,-9.7,#1f77b4,0.8,16.11
TheHub-BackCorner,37.12,-15.71,-9.4,#1f77b4,0.8,16.11
TheHub-BackCorner,37.25,-16.48,-9.11,#1f77b4,0.8,16.11
TheHub-BackCorner,37.39,-16.51,-8.81,#1f77b4,0.8,16.11
TheHub-BackCorner,37.53,-16.39,-8.51,#1f77b4,0.8,16.11
TheHub-BackCorner,37.66,-16.41,-8.2,#1f77b4,0.8,16.11
TheHub-BackCorner,37.8,-16.43,-7.9,#1f77b4,0.8,16.11
TheHub-BackCorner,37.94,-15.74,-7.59,#1f77b4,0.8,16.11
TheHub-BackCorner,38.08,-14.95,-7.28,#1f77b4,0.8,16.11
TheHub-BackCorner,38.21,-15.21,-6.96,#1f77b4,0.8,16.11
TheHub-BackCorner,38.35,-16.16,-6.65,#1f77b4,0.8,16.11
TheHub-BackCorner,38.49,-16.42,-6.33,#1f77b4,0.8,16.11
TheHub-BackCorner,38.63,-15.48,-6.01,#1f77b4,0.8,16.11
TheHub-BackCorner,38.77,-16.21,-5.69,#1f77b4,0.8,16.11
TheHub-BackCorner,38.92,-15.3,-5.36,#1f77b4,0.8,16.11
TheHub-BackCorner,39.06,-15.63,-5.04,#1f77b4,0.8,16.11
TheHub-BackCorner,39.2,-15.45,-4.71,#1f77b4,0.8,16.11
TheHub-BackCorner,39.34,-15.68,-4.38,#1f77b4,0.8,16.11
TheHub-BackCorner,39.49,-15.1,-4.04,#1f77b4,0.8,16.11
TheHub-BackCorner,39.63,-15.73,-3.7,#1f77b4,0.8,16.11
TheHub-BackCorner,39.77,-14.5,-3.37,#1f77b4,0.8,16.11
TheHub-BackCorner,39.92,-14.53,-3.02,#1f77b4,0.8,16.11
TheHub-BackCorner,40.07,-14.93,-2.68,#1f77b4,0.8,16.11
TheHub-BackCorner,40.21,-15.13,-2.33,#1f77b4,0.8,16.11
TheHub-BackCorner,40.36,-15.04,-1.98,#1f77b4,0.8,16.11
TheHub-BackCorner,40.5,-15.68,-1.63,#1f77b4,0.8,16.11
TheHub-BackCorner,40.65,-13.77,-1.28,#1f77b4,0.8,16.11
TheHub-BackCorner,40.8,-15.7,-0.92,#1f77b4,0.8,16.11
TheHub-BackCorner,40.95,-15.39,-0.56,#1f77b4,0.8,16.11
TheHub-BackCorner,41.1,-13.7,-0.2,#1f77b4,0.8,16.11
TheHub-BackCorner,41.25,-14.66,0.16,#1f77b4,0.8,16.11
TheHub-BackCorner,41.4,-14.12,0.53,#1f77b4,0.8,16.11
TheHub-BackCorner,41.55,-14.32,0.89,#1f77b4,0.8,16.11
TheHub-BackCorner,41.7,-13.57,1.26,#1f77b4,0.8,16.11
TheHub-BackCorner,41.85,-14.42,1.64,#1f77b4,0.8,16.11
TheHub-BackCorner,42.01,-14.08,2.01,#1f77b4,0.8,16.11
TheHub-BackCorner,42.16,-13.92,2.39,#1f77b4,0.8,16.11
TheHub-BackCorner,42.31,-14.24,2.77,#1f77b4,0.8,16.11
TheHub-BackCorner,42.47,-14.28,3.15,#1f77b4,0.8,16.11
TheHub-BackCorner,42.62,-14.6,3.54,#1f77b4,0.8,16.11
TheHub-BackCorner,42.78,-13.46,3.93,#1f77b4,0.8,16.11
TheHub-BackCorner,42.93,-13.22,4.32,#1f77b4,0.8,16.11
TheHub-BackCorner,43.09,-13.63,4.71,#1f77b4,0.8,16.11
TheHub-BackCorner,43.25,-13.87,5.1,#1f77b4,0.8,16.11
TheHub-BackCorner,43.4,-13.26,5.5,#1f77b4,0.8,16.11
TheHub-BackCorner,43.56,-13.67,5.9,#1f77b4,0.8,16.11
TheHub-BackCorner,43.72,-13.65,6.3,#1f77b4,0.8,16.11
TheHub-BackCorner,43.88,-13.37,6.7,#1f77b4,0.8,16.11
TheHub-BackCorner,44.04,-13.91,7.11,#1f77b4,0.8,16.11
TheHub-BackCorner,44.2,-12.93,7.52,#1f77b4,0.8,16.11
TheHub-BackCorner,44.36,-13.27,7.93,#1f77b4,0.8,16.11
TheHub-BackCorner,44.52,-14.05,8.34,#1f77b4,0.8,16.11
TheHub-BackCorner,44.68,-12.88,8.75,#1f77b4,0.8,16.11
TheHub-BackCorner,44.85,-13.02,9.17,#1f77b4,0.8,16.11
TheHub-BackCorner,45.01,-12.99,9.59,#1f77b4,0.8,16.11
TheHub-BackCorner,45.18,-13.16,10.01,#1f77b4,0.8,16.11
TheHub-BackCorner,45.34,-13.07,10.43,#1f77b4,0.8,16.11
TheHub-BackCorner,45.51,-13.65,10.86,#1f77b4,0.8,16.11
TheHub-BackCorner,45.67,-11.59,11.29,#1f77b4,0.8,16.11
TheHub-BackCorner,45.84,-12.98,11.72,#1f77b4,0.8,16.11
TheHub-BackCorner,46.0,-12.91,12.15,#1f77b4,0.8,16.11
TheHub-BackCorner,46.17,-13.3,12.58,#1f77b4,0.8,16.11
TheHub-BackCorner,46.34,-12.75,13.02,#1f77b4,0.8,16.11
TheHub-BackCorner,46.51,-12.42,13.45,#1f77b4,0.8,16.11
TheHub-BackCorner,46.68,-12.17,13.89,#1f77b4,0.8,16.11
TheHub-BackCorner,46.85,-12.01,14.33,#1f77b4,0.8,16.11
TheHub-BackCorner,47.02,-11.83,14.78,#1f77b4,0.8,16.11
TheHub-BackCorner,47.19,-11.89,15.22,#1f77b4,0.8,16.11
TheHub-BackCorner,47.36,-12.58,15.67,#1f77b4,0.8,16.11
TheHub-BackCorner,47.54,-12.04,16.12,#1f77b4,0.8,16.11
TheHub-BackCorner,47.71,-11.89,16.57,#1f77b4,0.8,16.11
TheHub-BackCorner,47.88,-11.81,17.02,#1f77b4,0.8,16.11
TheHub-BackCorner,48.06,-11.92,17.47,#1f77b4,0.8,16.11
TheHub-BackCorner,48.23,-11.16,17.93,#1f77b4,0.8,16.11
TheHub-BackCorner,48.41,-11.85,18.38,#1f77b4,0.8,16.11
TheHub-BackCorner,48.58,-11.18,18.84,#1f77b4,0.8,16.11
TheHub-BackCorner,48.76,-11.21,19.3,#1f77b4,0.8,16.11
TheHub-BackCorner,48.94,-10.95,19.76,#1f77b4,0.8,16.11
TheHub-BackCorner,49.12,-11.62,20.23,#1f77b4,0.8,16.11
TheHub-BackCorner,49.3,-10.2,20.69,#1f77b4,0.8,16.11
TheHub-BackCorner,49.48,-10.55,21.16,#1f77b4,0.8,16.11
TheHub-BackCorner,49.66,-10.72,21.62,#1f77b4,0.8,16.11
TheHub-BackCorner,49.84,-11.61,22.09,#1f77b4,0.8,16.11
TheHub-BackCorner,50.02,-11.1,22.56,#1f77b4,0.8,16.11
TheHub-BackCorner,50.2,-11.38,23.03,#1f77b4,0.8,16.11
TheHub-BackCorner,50.38,-11.83,23.5,#1f77b4,0.8,16.11
TheHub-BackCorner,50.57,-10.62,23.97,#1f77b4,0.8,16.11
TheHub-BackCorner,50.75,-11.3,24.44,#1f77b4,0.8,16.11
TheHub-BackCorner,50.94,-10.71,24.92,#1f77b4,0.8,16.11
TheHub-BackCorner,51.12,-10.23,25.39,#1f77b4,0.8,16.11
TheHub-BackCorner,51.31,-10.25,25.87,#1f77b4,0.8,16.11
TheHub-BackCorner,51.5,-11.43,26.34,#1f77b4,0.8,16.11
TheHub-BackCorner,51.68,-10.51,26.82,#1f77b4,0.8,16.11
TheHub-BackCorner,51.87,-10.43,27.3,#1f77b4,0.8,16.11
TheHub-BackCorner,52.06,-9.73,27.77,#1f77b4,0.8,16.11
TheHub-BackCorner,52.25,-9.77,28.25,#1f77b4,0.8,16.11
TheHub-BackCorner,52.44,-10.74,28.73,#1f77b4,0.8,16.11
TheHub-BackCorner,52.63,-9.85,29.21,#1f77b4,0.8,16.11
TheHub-BackCorner,52.82,-10.68,29.69,#1f77b4,0.8,16.11
TheHub-BackCorner,53.02,-10.16,30.17,#1f77b4,0.8,16.11
TheHub-BackCorner,53.21,-10.9,30.65,#1f77b4,0.8,16.11
TheHub-BackCorner,53.4,-11.35,31.12,#1f77b4,0.8,16.11
TheHub-BackCorner,53.6,-10.94,31.6,#1f77b4,0.8,16.11
TheHub-BackCorner,53.79,-10.3,32.08,#1f77b4,0.8,16.11
TheHub-BackCorner,53.99,-10.27,32.56,#1f77b4,0.8,16.11
TheHub-BackCorner,54.19,-10.63,33.04,#1f77b4,0.8,16.11
TheHub-BackCorner,54.38,-10.87,33.52,#1f77b4,0.8,16.11
TheHub-BackCorner,54.58,-9.93,33.99,#1f77b4,0.8,16.11
TheHub-BackCorner,54.78,-10.76,34.47,#1f77b4,0.8,16.11
TheHub-BackCorner,54.98,-11.01,34.94,#1f77b4,0.8,16.11
TheHub-BackCorner,55.18,-10.64,35.42,#1f77b4,0.8,16.11
TheHub-BackCorner,55.38,-10.69,35.89,#1f77b4,0.8,16.11
TheHub-BackCorner,55.58,-9.92,36.37,#1f77b4,0.8,16.11
TheHub-BackCorner,55.79,-9.96,36.84,#1f77b4,0.8,16.11
TheHub-BackCorner,55.99,-11.38,37.31,#1f77b4,0.8,16.11
TheHub-BackCorner,56.19,-10.25,37.78,#1f77b4,0.8,16.11
TheHub-BackCorner,56.4,-10.79,38.25,#1f77b4,0.8,16.11
TheHub-BackCorner,56.6,-10.34,38.71,#1f77b4,0.8,16.11
TheHub-BackCorner,56.81,-10.08,39.18,#1f77b4,0.8,16.11
TheHub-BackCorner,57.02,-10.65,39.64,#1f77b4,0.8,16.11
TheHub-BackCorner,57.23,-10.8,40.1,#1f77b4,0.8,16.11
TheHub-BackCorner,57.43,-10.21,40.56,#1f77b4,0.8,16.11
TheHub-BackCorner,57.64,-10.61,41.02,#1f77b4,0.8,16.11
TheHub-BackCorner,57.85,-10.28,41.48,#1f77b4,0.8,16.11
TheHub-BackCorner,58.06,-9.78,41.93,#1f77b4,0.8,16.11
TheHub-BackCorner,58.28,-10.59,42.38,#1f77b4,0.8,16.11
TheHub-BackCorner,58.49,-10.45,42.83,#1f77b4,0.8,16.11
TheHub-BackCorner,58.7,-10.36,43.27,#1f77b4,0.8,16.11
TheHub-BackCorner,58.91,-9.8,43.72,#1f77b4,0.8,16.11
TheHub-BackCorner,59.13,-9.28,44.16,#1f77b4,0.8,16.11
TheHub-BackCorner,59.34,-10.26,44.59,#1f77b4,0.8,16.11
TheHub-BackCorner,59.56,-9.71,45.03,#1f77b4,0.8,16.11
TheHub-BackCorner,59.78,-10.25,45.46,#1f77b4,0.8,16.11
TheHub-BackCorner,60.0,-10.12,45.88,#1f77b4,0.8,16.11
TheHub-BackCorner,60.21,-9.91,46.31,#1f77b4,0.8,16.11
TheHub-BackCorner,60.43,-10.69,46.73,#1f77b4,0.8,16.11
TheHub-BackCorner,60.65,-10.01,47.15,#1f77b4,0.8,16.11
TheHub-BackCorner,60.88,-11.13,47.56,#1f77b4,0.8,16.11
TheHub-BackCorner,61.1,-10.23,47.97,#1f77b4,0.8,16.11
TheHub-BackCorner,61.32,-9.28,48.37,#1f77b4,0.8,16.11
TheHub-BackCorner,61.54,-9.82,48.77,#1f77b4,0.8,16.11
TheHub-BackCorner,61.77,-9.49,49.17,#1f77b4,0.8,16.11
TheHub-BackCorner,61.99,-9.35,49.56,#1f77b4,0.8,16.11
TheHub-BackCorner,62.22,-8.8,49.94,#1f77b4,0.8,16.11
TheHub-BackCorner,62.45,-8.85,50.33,#1f77b4,0.8,16.11
TheHub-BackCorner,62.67,-10.59,50.7,#1f77b4,0.8,16.11
TheHub-BackCorner,62.9,-10.25,51.07,#1f77b4,0.8,16.11
TheHub-BackCorner,63.13,-9.12,51.44,#1f77b4,0.8,16.11
TheHub-BackCorner,63.36,-10.35,51.8,#1f77b4,0.8,16.11
TheHub-BackCorner,63.59,-9.26,52.16,#1f77b4,0.8,16.11
TheHub-BackCorner,63.82,-9.74,52.51,#1f77b4,0.8,16.11
TheHub-BackCorner,64.06,-10.8,52.85,#1f77b4,0.8,16.11
TheHub-BackCorner,64.29,-9.59,53.19,#1f77b4,0.8,16.11
TheHub-BackCorner,64.52,-9.0,53.52,#1f77b4,0.8,16.11
TheHub-BackCorner,64.76,-9.46,53.84,#1f77b4,0.8,16.11
TheHub-BackCorner,64.99,-9.3,54.16,#1f77b4,0.8,16.11
TheHub-BackCorner,65.23,-9.66,54.48,#1f77b4,0.8,16.11
TheHub-BackCorner,65.47,-9.68,54.78,#1f77b4,0.8,16.11
TheHub-BackCorner,65.71,-9.83,55.08,#1f77b4,0.8,16.11
TheHub-BackCorner,65.95,-9.17,55.37,#1f77b4,0.8,16.11
TheHub-BackCorner,66.19,-8.99,55.65,#1f77b4,0.8,16.11
TheHub-BackCorner,66.43,-9.89,55.93,#1f77b4,0.8,16.11
TheHub-BackCorner,66.67,-10.02,56.2,#1f77b4,0.8,16.11
TheHub-BackCorner,66.91,-9.7,56.46,#1f77b4,0.8,16.11
TheHub-BackCorner,67.16,-9.86,56.72,#1f77b4,0.8,16.11
TheHub-BackCorner,67.4,-9.72,56.96,#1f77b4,0.8,16.11
TheHub-BackCorner,67.65,-8.88,57.2,#1f77b4,0.8,16.11
TheHub-BackCorner,67.89,-9.73,57.43,#1f77b4,0.8,16.11
TheHub-BackCorner,68.14,-10.44,57.65,#1f77b4,0.8,16.11
TheHub-BackCorner,68.39,-9.48,57.86,#1f77b4,0.8,16.11
TheHub-BackCorner,68.64,-9.54,58.07,#1f77b4,0.8,16.11
TheHub-BackCorner,68.89,-9.47,58.26,#1f77b4,0.8,16.11
TheHub-BackCorner,69.14,-10.28,58.45,#1f77b4,0.8,16.11
TheHub-BackCorner,69.39,-9.59,58.62,#1f77b4,0.8,16.11
TheHub-BackCorner,69.65,-9.23,58.79,#1f77b4,0.8,16.11
TheHub-BackCorner,69.9,-9.59,58.95,#1f77b4,0.8,16.11
TheHub-BackCorner,70.15,-9.93,59.09,#1f77b4,0.8,16.11
TheHub-BackCorner,70.41,-9.51,59.23,#1f77b4,0.8,16.11
TheHub-BackCorner,70.67,-9.65,59.36,#1f77b4,0.8,16.11
TheHub-BackCorner,70.92,-10.55,59.48,#1f77b4,0.8,16.11
TheHub-BackCorner,71.18,-9.63,59.58,#1f77b4,0.8,16.11
TheHub-BackCorner,71.44,-9.46,59.68,#1f77b4,0.8,16.11
TheHub-BackCorner,71.7,-10.27,59.77,#1f77b4,0.8,16.11
TheHub-BackCorner,71.96,-10.09,59.84,#1f77b4,0.8,16.11
TheHub-BackCorner,72.23,-9.46,59.91,#1f77b4,0.8,16.11
TheHub-BackCorner,72.49,-9.27,59.96,#1f77b4,0.8,16.11
TheHub-BackCorner,72.75,-9.31,60.01,#1f77b4,0.8,16.11
TheHub-BackCorner,73.02,-9.95,60.04,#1f77b4,0.8,16.11
TheHub-BackCorner,73.28,-9.16,60.06,#1f77b4,0.8,16.11
TheHub-BackCorner,73.55,-10.37,60.07,#1f77b4,0.8,16.11
TheHub-BackCorner,73.82,-9.24,60.06,#1f77b4,0.8,16.11
TheHub-BackCorner,74.09,-9.21,60.05,#1f77b4,0.8,16.11
TheHub-BackCorner,74.36,-9.64,60.02,#1f77b4,0.8,16.11
TheHub-BackCorner,74.63,-9.64,59.98,#1f77b4,0.8,16.11
TheHub-BackCorner,74.9,-9.02,59.93,#1f77b4,0.8,16.11
TheHub-BackCorner,75.17,-10.22,59.87,#1f77b4,0.8,16.11
TheHub-BackCorner,75.45,-9.32,59.8,#1f77b4,0.8,16.11
TheHub-BackCorner,75.72,-9.79,59.71,#1f77b4,0.8,16.11
TheHub-BackCorner,76.0,-10.33,59.61,#1f77b4,0.8,16.11
TheHub-BackCorner,76.28,-10.42,59.5,#1f77b4,0.8,16.11
TheHub-BackCorner,76.55,-9.93,59.37,#1f77b4,0.8,16.11
TheHub-BackCorner,76.83,-8.78,59.23,#1f77b4,0.8,16.11
TheHub-BackCorner,77.11,-10.31,59.08,#1f77b4,0.8,16.11
TheHub-BackCorner,77.39,-9.12,58.92,#1f77b4,0.8,16.11
TheHub-BackCorner,77.68,-9.94,58.74,#1f77b4,0.8,16.11
TheHub-BackCorner,77.96,-10.4,58.55,#1f77b4,0.8,16.11
TheHub-BackCorner,78.24,-10.03,58.34,#1f77b4,0.8,16.11
TheHub-BackCorner,78.53,-9.58,58.13,#1f77b4,0.8,16.11
TheHub-BackCorner,78.81,-10.97,57.9,#1f77b4,0.8,16.11
TheHub-BackCorner,79.1,-10.54,57.65,#1f77b4,0.8,16.11
TheHub-BackCorner,79.39,-11.18,57.4,#1f77b4,0.8,16.11
TheHub-BackCorner,79.68,-9.67,57.13,#1f77b4,0.8,16.11
TheHub-BackCorner,79.97,-9.84,56.84,#1f77b4,0.8,16.11
TheHub-BackCorner,80.26,-11.11,56.54,#1f77b4,0.8,16.11
TheHub-BackCorner,80.55,-10.78,56.23,#1f77b4,0.8,16.11
TheHub-BackCorner,80.85,-10.14,55.9,#1f77b4,0.8,16.11
TheHub-BackCorner,81.14,-10.07,55.57,#1f77b4,0.8,16.11
TheHub-BackCorner,81.44,-10.17,55.21,#1f77b4,0.8,16.11
TheHub-BackCorner,81.73,-10.82,54.85,#1f77b4,0.8,16.11
TheHub-BackCorner,82.03,-8.68,54.46,#1f77b4,0.8,16.11
TheHub-BackCorner,82.33,-11.02,54.07,#1f77b4,0.8,16.11
TheHub-BackCorner,82.63,-10.46,53.66,#1f77b4,0.8,16.11
TheHub-BackCorner,82.93,-10.61,53.24,#1f77b4,0.8,16.11
TheHub-BackCorner,83.23,-10.33,52.8,#1f77b4,0.8,16.11
TheHub-BackCorner,83.54,-10.66,52.36,#1f77b4,0.8,16.11
TheHub-BackCorner,83.84,-10.19,51.89,#1f77b4,0.8,16.11
TheHub-BackCorner,84.15,-10.96,51.42,#1f77b4,0.8,16.11
TheHub-BackCorner,84.45,-11.38,50.93,#1f77b4,0.8,16.11
TheHub-BackCorner,84.76,-10.14,50.42,#1f77b4,0.8,16.11
TheHub-BackCorner,85.07,-11.06,49.91,#1f77b4,0.8,16.11
TheHub-BackCorner,85.38,-10.26,49.38,#1f77b4,0.8,16.11
